timestamp,target_next,predicted,absolute_error
2007-03-28 17:00:00,0.3857,3.4614726666666673,3.0757726666666674
2007-03-13 20:00:00,0.6475333333333333,3.394844885057473,2.74731155172414
2007-03-11 12:00:00,3.307666666666667,0.8024416666666663,2.5052250000000007
2007-03-19 19:00:00,4.1020666666666665,1.7583840000000004,2.343682666666666
2007-03-20 18:00:00,3.1851333333333334,0.9425833333333334,2.24255
2007-03-14 18:00:00,3.7064666666666666,1.4771463333333328,2.229320333333334
2007-03-20 20:00:00,5.2927,3.0781283333333347,2.2145716666666653
2007-03-18 18:00:00,4.1248,1.9628690000000006,2.161930999999999
2007-03-22 19:00:00,0.3821333333333333,2.4938423333333337,2.1117090000000003
2007-03-17 19:00:00,4.129833333333333,2.0497009999999993,2.0801323333333337
2007-03-19 18:00:00,3.406566666666667,1.3565639999999997,2.0500026666666673
2007-03-28 22:00:00,0.3928333333333333,2.4416916666666664,2.048858333333333
